MAT,MAP,SOC,Soil_total_N,Wheat_type,N_rate,Animal_manure,Topdressing,Irrigation,DFA,EFFs,Straw_incorporation,Wheat_cultivar,Soil_tillage,Crop_cultivation,Yield,N_surplus
14.6 ,1038 ,13.0 ,1.2 ,Winter,124.2,45,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.68 ,-2 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,8.09 ,-14 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.32 ,8 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.96 ,18 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.96 ,18 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.88 ,-8 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.85 ,21 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.96 ,18 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.96 ,18 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,8.78 ,-34 
14.8 ,580 ,8.6 ,1.4 ,Winter,52.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.88 ,-136 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.04 ,16 
14.8 ,580 ,8.6 ,1.4 ,Winter,52.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.50 ,-96 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,8.24 ,-18 
14.8 ,580 ,8.6 ,1.4 ,Winter,52.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.07 ,-112 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.23 ,10 
14.8 ,580 ,8.6 ,1.4 ,Winter,52.5,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.57 ,-69 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.94 ,48 
14.8 ,580 ,8.6 ,1.4 ,Winter,52.5,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.74 ,-74 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.66 ,56 
14.8 ,580 ,8.6 ,1.4 ,Winter,52.5,0,Yes,No,No,No,Yes,New,Traditional,Traditional,4.91 ,-51 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.94 ,48 
14.8 ,580 ,8.6 ,1.4 ,Winter,52.5,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.74 ,-74 
14.8 ,580 ,8.6 ,1.4 ,Winter,180,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.66 ,56 
14.8 ,580 ,8.6 ,1.4 ,Winter,52.5,0,Yes,No,No,No,Yes,New,Traditional,Traditional,4.91 ,-51 
8.8 ,143 ,11.6 ,1.0 ,Spring,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.76 ,-20 
8.8 ,143 ,11.6 ,1.0 ,Spring,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.34 ,82 
8.8 ,143 ,11.6 ,1.0 ,Spring,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.22 ,56 
8.8 ,143 ,11.6 ,1.0 ,Spring,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.60 ,45 
8.8 ,143 ,11.6 ,1.0 ,Spring,180,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.36 ,52 
8.8 ,143 ,11.6 ,1.0 ,Spring,270,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.32 ,144 
8.8 ,143 ,11.6 ,1.0 ,Spring,90,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.63 ,-17 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,6.34 ,-49 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,5.43 ,-25 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,5.68 ,-32 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,4.42 ,2 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,4.17 ,8 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Traditional,Traditional,5.32 ,-22 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,5.62 ,-30 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,5.22 ,-19 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,5.20 ,-19 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,5.14 ,-17 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Optimized,Traditional,5.40 ,-24 
11.5 ,550 ,7.3 ,1.3 ,Winter,69.9,0,No,No,No,No,No,New,Traditional,Traditional,4.92 ,-11 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,3.79 ,84 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Optimized,4.43 ,67 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,5.44 ,40 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,3.86 ,82 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Optimized,6.04 ,24 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,75,No,No,No,No,No,New,Traditional,Optimized,3.94 ,155 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,4.09 ,76 
12.5 ,550 ,6.6 ,0.6 ,Winter,62.5,75,No,No,No,No,No,New,Traditional,Optimized,3.62 ,91 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,3.72 ,86 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Optimized,4.63 ,61 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,5.39 ,41 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,3.95 ,79 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Optimized,5.74 ,32 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,75,No,No,No,No,No,New,Traditional,Optimized,3.86 ,157 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,4.19 ,73 
12.5 ,550 ,6.6 ,0.6 ,Winter,62.5,75,No,No,No,No,No,New,Traditional,Optimized,3.83 ,85 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,4.51 ,65 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Optimized,5.42 ,40 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,6.10 ,22 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,4.77 ,58 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Optimized,6.44 ,13 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,75,No,No,No,No,No,New,Traditional,Optimized,4.89 ,129 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,4.82 ,56 
12.5 ,550 ,6.6 ,0.6 ,Winter,62.5,75,No,No,No,No,No,New,Traditional,Optimized,5.11 ,51 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,4.75 ,58 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Optimized,5.66 ,34 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,6.30 ,17 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,4.96 ,52 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Optimized,6.52 ,11 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,75,No,No,No,No,No,New,Traditional,Optimized,5.39 ,116 
12.5 ,550 ,6.6 ,0.6 ,Winter,135,0,No,No,No,No,No,New,Traditional,Optimized,5.06 ,50 
12.5 ,550 ,6.6 ,0.6 ,Winter,62.5,75,No,No,No,No,No,New,Traditional,Optimized,5.30 ,46 
15.1 ,1019 ,11.5 ,1.1 ,Winter,200,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.27 ,121 
15.1 ,1019 ,11.5 ,1.1 ,Winter,200,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.56 ,113 
15.1 ,1019 ,11.5 ,1.1 ,Winter,200,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.60 ,112 
15.1 ,1019 ,11.5 ,1.1 ,Winter,200,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.77 ,108 
15.1 ,1019 ,11.5 ,1.1 ,Winter,200,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.57 ,113 
15.1 ,1019 ,11.5 ,1.1 ,Winter,200,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.69 ,110 
15.1 ,1019 ,11.5 ,1.1 ,Winter,200,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.85 ,105 
15.1 ,1019 ,11.5 ,1.1 ,Winter,200,0,Yes,Yes,No,No,No,New,Traditional,Traditional,4.81 ,106 
14.6 ,1100 ,12.9 ,1.6 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.95 ,108 
14.6 ,1100 ,12.9 ,1.6 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.83 ,69 
14.6 ,1100 ,12.9 ,1.6 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.63 ,104 
14.6 ,1100 ,12.9 ,1.6 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.26 ,73 
14.6 ,1100 ,12.9 ,1.6 ,Winter,270,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.87 ,118 
14.6 ,1100 ,12.9 ,1.6 ,Winter,270,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.62 ,106 
14.6 ,1100 ,12.9 ,1.6 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.83 ,122 
14.6 ,1100 ,12.9 ,1.6 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.76 ,111 
13.0 ,550 ,8.5 ,0.8 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Traditional,1.17 ,154 
13.0 ,550 ,8.5 ,0.8 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Traditional,2.11 ,128 
13.0 ,550 ,8.5 ,0.8 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Traditional,2.33 ,123 
13.0 ,550 ,8.5 ,0.8 ,Winter,135,0,No,No,No,No,Yes,New,Traditional,Traditional,2.64 ,114 
13.0 ,550 ,8.5 ,0.8 ,Winter,108,85,No,No,No,No,Yes,New,Traditional,Traditional,2.89 ,166 
13.3 ,496 ,9.4 ,0.5 ,Winter,120,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.08 ,-79 
13.3 ,496 ,9.4 ,0.5 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.96 ,44 
17.0 ,1199 ,7.2 ,0.9 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.45 ,15 
17.0 ,1199 ,7.2 ,0.9 ,Winter,60,60,Yes,Yes,No,No,No,New,Traditional,Traditional,5.09 ,25 
17.0 ,1199 ,7.2 ,0.9 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.60 ,11 
17.0 ,1199 ,7.2 ,0.9 ,Winter,60,60,Yes,Yes,No,No,No,New,Traditional,Traditional,5.66 ,9 
17.0 ,1199 ,7.2 ,0.9 ,Winter,120,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.15 ,23 
17.0 ,1199 ,7.2 ,0.9 ,Winter,60,60,Yes,Yes,No,No,No,New,Traditional,Traditional,5.67 ,9 
6.2 ,415 ,7.2 ,0.8 ,Winter,90,0,No,No,No,No,Yes,New,Traditional,Traditional,3.47 ,27 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,3.79 ,48 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,3.77 ,49 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,2.75 ,76 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,4.91 ,19 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Optimized,5.15 ,12 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,5.24 ,10 
6.2 ,415 ,7.2 ,0.8 ,Winter,90,0,No,No,No,No,Yes,New,Traditional,Traditional,3.46 ,27 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,3.59 ,54 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,3.39 ,59 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,2.86 ,73 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,3.60 ,53 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Optimized,4.80 ,21 
6.2 ,415 ,7.2 ,0.8 ,Winter,120,0,Yes,No,No,No,Yes,New,Traditional,Traditional,4.57 ,28 
13.3 ,686 ,7.7 ,1.0 ,Winter,192,0,Yes,Yes,No,No,No,New,Optimized,Optimized,6.03 ,50 
13.3 ,686 ,7.7 ,1.0 ,Winter,192,0,Yes,Yes,No,No,No,New,Traditional,Optimized,7.29 ,14 
13.3 ,686 ,7.7 ,1.0 ,Winter,192,0,Yes,Yes,No,No,No,New,Optimized,Optimized,5.69 ,60 
13.3 ,686 ,7.7 ,1.0 ,Winter,192,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.46 ,38 
13.3 ,686 ,7.7 ,1.0 ,Winter,192,0,Yes,Yes,Yes,No,No,New,Optimized,Optimized,9.08 ,-37 
12.5 ,519 ,6.6 ,0.9 ,Winter,270,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.55 ,114 
12.5 ,519 ,6.6 ,0.9 ,Winter,270,0,Yes,Yes,No,No,No,New,Traditional,Traditional,6.01 ,129 
13.0 ,501 ,10.3 ,1.2 ,Winter,240,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,8.23 ,36 
13.0 ,501 ,10.3 ,1.2 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.28 ,63 
13.0 ,501 ,10.3 ,1.2 ,Winter,195,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,8.02 ,-3 
14.3 ,488 ,10.5 ,1.0 ,Winter,195,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.20 ,49 
14.3 ,488 ,10.5 ,1.0 ,Winter,195,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.20 ,21 
14.3 ,488 ,10.5 ,1.0 ,Winter,195,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.74 ,34 
14.3 ,488 ,10.5 ,1.0 ,Winter,195,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.55 ,-18 
7.8 ,395 ,3.9 ,0.5 ,Winter,153.5,0,Yes,Yes,No,No,No,New,Traditional,Optimized,4.61 ,80 
7.8 ,395 ,4.5 ,0.5 ,Winter,153.5,0,Yes,Yes,No,No,No,New,Optimized,Traditional,4.49 ,83 
7.8 ,395 ,3.7 ,0.5 ,Winter,153.5,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.61 ,27 
7.8 ,395 ,3.9 ,0.5 ,Winter,153.5,0,Yes,Yes,No,No,No,New,Traditional,Optimized,5.36 ,61 
7.8 ,395 ,4.5 ,0.5 ,Winter,153.5,0,Yes,Yes,No,No,No,New,Optimized,Traditional,4.72 ,78 
7.8 ,395 ,3.7 ,0.5 ,Winter,153.5,0,Yes,Yes,No,No,No,New,Traditional,Optimized,6.53 ,29 
7.3 ,129 ,10.3 ,0.8 ,Winter,225,0,Yes,No,No,No,No,New,Traditional,Traditional,7.22 ,61 
7.3 ,129 ,10.3 ,0.8 ,Winter,225,0,Yes,No,No,No,Yes,New,Optimized,Optimized,8.24 ,34 
7.3 ,129 ,10.3 ,0.8 ,Winter,225,0,Yes,No,No,No,Yes,New,Optimized,Optimized,8.02 ,40 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.48 ,56 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.34 ,60 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,7.02 ,40 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.48 ,56 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.34 ,60 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,7.02 ,40 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.48 ,56 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.34 ,60 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,7.02 ,40 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.48 ,56 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,6.34 ,60 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,No,No,No,Yes,New,Traditional,Traditional,7.02 ,40 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.55 ,25 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.74 ,19 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.71 ,49 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.19 ,35 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.54 ,25 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.61 ,23 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.73 ,20 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,8.32 ,3 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.94 ,14 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.45 ,28 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.39 ,29 
13.4 ,584 ,9.0 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.77 ,19 
12.3 ,481 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.93 ,102 
12.3 ,481 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.38 ,147 
12.3 ,481 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.95 ,130 
12.3 ,481 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.50 ,86 
12.3 ,481 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.92 ,74 
12.3 ,481 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.00 ,129 
12.3 ,481 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.94 ,130 
12.3 ,481 ,8.4 ,1.1 ,Winter,240,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,4.40 ,146 
14.6 ,795 ,9.5 ,1.1 ,Winter,285.9,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,7.57 ,107 
14.6 ,795 ,9.5 ,1.1 ,Winter,285.9,0,Yes,Yes,Yes,No,Yes,New,Traditional,Traditional,8.17 ,90 
14.6 ,795 ,9.5 ,1.1 ,Winter,285.9,0,Yes,Yes,Yes,No,Yes,New,Optimized,Traditional,8.72 ,74 
13.4 ,510 ,7.5 ,0.8 ,Winter,378,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.22 ,260 
13.4 ,510 ,7.5 ,0.8 ,Winter,378,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.60 ,249 
13.4 ,510 ,7.5 ,0.8 ,Winter,378,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.72 ,245 
13.4 ,510 ,7.5 ,0.8 ,Winter,378,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.40 ,255 
13.4 ,510 ,5.3 ,0.6 ,Winter,378,0,Yes,Yes,No,No,No,New,Traditional,Traditional,5.22 ,260 
13.4 ,510 ,5.3 ,0.6 ,Winter,378,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.60 ,249 
13.4 ,510 ,5.3 ,0.6 ,Winter,378,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.72 ,245 
13.4 ,510 ,5.3 ,0.6 ,Winter,378,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,5.40 ,255 
15.3 ,892 ,7.3 ,1.1 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.77 ,152 
15.3 ,892 ,7.3 ,1.1 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.68 ,127 
15.3 ,892 ,7.3 ,1.1 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.14 ,114 
15.3 ,892 ,7.3 ,1.1 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,8.07 ,116 
15.3 ,892 ,7.3 ,1.1 ,Winter,210,28.2,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.40 ,73 
15.3 ,892 ,7.3 ,1.1 ,Winter,210,49.8,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.41 ,94 
15.3 ,892 ,7.3 ,1.1 ,Winter,150,56.4,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.64 ,34 
15.3 ,892 ,7.3 ,1.1 ,Winter,150,99.6,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.58 ,79 
15.3 ,892 ,7.3 ,1.1 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.23 ,166 
15.3 ,892 ,7.3 ,1.1 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.98 ,146 
15.3 ,892 ,7.3 ,1.1 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.68 ,154 
15.3 ,892 ,7.3 ,1.1 ,Winter,300,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.68 ,154 
15.3 ,892 ,7.3 ,1.1 ,Winter,279,28.2,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.53 ,165 
15.3 ,892 ,7.3 ,1.1 ,Winter,288,49.8,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.28 ,175 
15.3 ,892 ,7.3 ,1.1 ,Winter,279.3,56.4,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.06 ,179 
15.3 ,892 ,7.3 ,1.1 ,Winter,288.6,99.6,Yes,Yes,No,No,Yes,New,Traditional,Traditional,6.91 ,236 
14.7 ,756 ,8.3 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,9.14 ,-20 
14.7 ,756 ,8.3 ,1.0 ,Winter,210,0,No,Yes,No,No,Yes,New,Traditional,Traditional,8.41 ,1 
14.7 ,756 ,8.3 ,1.0 ,Winter,210,0,Yes,Yes,Yes,Yes,Yes,New,Traditional,Traditional,9.10 ,-19 
14.7 ,756 ,8.3 ,1.0 ,Winter,210,0,Yes,Yes,Yes,Yes,Yes,New,Traditional,Traditional,8.77 ,-9 
14.7 ,756 ,8.3 ,1.0 ,Winter,210,0,Yes,Yes,Yes,Yes,Yes,New,Traditional,Traditional,8.93 ,-14 
13.3 ,686 ,8.4 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.62 ,22 
13.3 ,686 ,8.4 ,1.0 ,Winter,210,0,Yes,Yes,No,No,Yes,New,Traditional,Traditional,7.08 ,38 
13.3 ,686 ,8.4 ,1.0 ,Winter,210,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,7.43 ,28 
13.3 ,686 ,8.4 ,1.0 ,Winter,210,0,Yes,Yes,No,Yes,Yes,New,Traditional,Traditional,8.40 ,0 
